all_diag,dname
OA ADVANCED WITH BURSITIS,sec011_var001_Allopathic Diagnosis
OA POST VIRAL ARTHRITIS,sec011_var001_Allopathic Diagnosis
CYSTOCELE,sec011_var001_Allopathic Diagnosis
GB SYNDROME.,sec011_var001_Allopathic Diagnosis
SCALP PSORIASIS,sec011_var001_Allopathic Diagnosis
PAIN IN HEEL,sec011_var001_Allopathic Diagnosis
BODY ACHES FOR EVALUATION,sec011_var001_Allopathic Diagnosis
VARICOSE VEIN BL,sec011_var001_Allopathic Diagnosis
INJURY TO STYLOID PROCESS OF RADIUS -LEFT,sec011_var001_Allopathic Diagnosis
WRIST BAND INJURY ( RETINACULUM ),sec011_var001_Allopathic Diagnosis
INJURY TO STYLOID PROCESS-L RADIUS,sec011_var001_Allopathic Diagnosis
RETINACULUM-HEALING,sec011_var001_Allopathic Diagnosis
INJURY TO STYLOID -L RADIUS,sec011_var001_Allopathic Diagnosis
RETINACULUM,sec011_var001_Allopathic Diagnosis
LUMBAR SPONDYLOSIS WITH ADVANCED OA,sec011_var001_Allopathic Diagnosis
SPASM OF TRAPIZIUS,sec011_var001_Allopathic Diagnosis
LEUCORRHOEA,sec011_var001_Allopathic Diagnosis
ABDOMINAL PAIN,sec011_var001_Allopathic Diagnosis
OA- BURSITIS,sec011_var001_Allopathic Diagnosis
REACTIVE ARTHRITIS.,sec011_var001_Allopathic Diagnosis
CELLULITIS- REGRESSION.,sec011_var001_Allopathic Diagnosis
CELLULLITIS,sec011_var001_Allopathic Diagnosis
VERICOSE VEIUNS,sec011_var001_Allopathic Diagnosis
RA WITH VASCULITIS,sec011_var001_Allopathic Diagnosis
RA WITH VASULITIS,sec011_var001_Allopathic Diagnosis
CELLULITIS _RESOLVED.,sec011_var001_Allopathic Diagnosis
CELLULITIS -RESOLVED,sec011_var001_Allopathic Diagnosis
VARICOSITY,sec011_var001_Allopathic Diagnosis
PSORIASIS WITH OBESITY,sec011_var001_Allopathic Diagnosis
OA WITH BAKERS CYST IN LEFT KNEE,sec011_var001_Allopathic Diagnosis
PARA PARESIS FOR EVALUATION,sec011_var001_Allopathic Diagnosis
PARA PARASIS FOR EVALUATION,sec011_var001_Allopathic Diagnosis
FIBRO MYALGIA,sec011_var001_Allopathic Diagnosis
GENU VULGUS,sec011_var001_Allopathic Diagnosis
ARTHRALGIA OF LEFT KNEE WITH BURSITIS (TRAUMATIC),sec011_var001_Allopathic Diagnosis
ARTHRALGIA WITH BURSITIS(LEFT KNEE) TRAUMATIC,sec011_var001_Allopathic Diagnosis
RA - OA OF KNEE JOINT,sec011_var001_Allopathic Diagnosis
RA- OA OF KNEE JOINTS,sec011_var001_Allopathic Diagnosis
MS ON ALLOPATHY MEDICATION-ASYMPTOMATIC,sec011_var001_Allopathic Diagnosis
MS ON ALLOPATHY MEDICATION -ASYMTEMATIC,sec011_var001_Allopathic Diagnosis
MS ON ALLOPATHY MEDICATION - ASYMPTOMATIC,sec011_var001_Allopathic Diagnosis
MS- RELAPSE,sec011_var001_Allopathic Diagnosis
MU,sec011_var001_Allopathic Diagnosis
LUMBOSCARAL STRAIN,sec011_var001_Allopathic Diagnosis
HUNTINGTON'S CHOREA,sec011_var001_Allopathic Diagnosis
CHOREA,sec011_var001_Allopathic Diagnosis
SENSORY NEUROPATHY  SECONDARY TO DM,sec011_var001_Allopathic Diagnosis
PERIPHERAL NEUROPATHY SECONDARY TO DM,sec011_var001_Allopathic Diagnosis
SENSORY NEUROPATHY SECONADRY TO DM,sec011_var001_Allopathic Diagnosis
PERIPHARAL NEUROPATHY,sec011_var001_Allopathic Diagnosis
MEDIAL COLLATERAL LIGAMENT STRAIN -RESOLVED,sec011_var001_Allopathic Diagnosis
CIRRHOSIS OF LIVER- EARLY,sec011_var001_Allopathic Diagnosis
RA + OSTEOPENIA,sec011_var001_Allopathic Diagnosis
OA BOTH KNEES  L>R,sec011_var001_Allopathic Diagnosis
POLY MYALGIA RHEUMATICA,sec011_var001_Allopathic Diagnosis
OA BOTH KNEE JOINT  R> L,sec011_var001_Allopathic Diagnosis
COMPOUND ASTIGMATISM,sec011_var001_Allopathic Diagnosis
DIABETIC MELLITUS WITH PERIPHERAL NEUROPATHY,sec011_var001_Allopathic Diagnosis
PAROTID INFLAMMATION,sec011_var001_Allopathic Diagnosis
PANIC ATTACK,sec011_var001_Allopathic Diagnosis
SPONDYLOLISTHESIS L5 OVER S1,sec011_var001_Allopathic Diagnosis
TRANSVERSE MYELITIS RELAPSE,sec011_var001_Allopathic Diagnosis
TRANSVERSE MYELITIS-RELAPSE,sec011_var001_Allopathic Diagnosis
ASYMMETRICAL MOTOR NEUROPATHY,sec011_var001_Allopathic Diagnosis
TRANSVERSE MEYLITIS-SEQUEL,sec011_var001_Allopathic Diagnosis
FOR HEALTHY SKIN,sec011_var001_Allopathic Diagnosis
STENOSIS AT L3-L4,sec011_var001_Allopathic Diagnosis
CARTILAGE INJURY WITH ANKLE SPRAIN,sec011_var001_Allopathic Diagnosis
UTERINE FIBROID/HYPOMENORRHOEA FOR EVALUATION,sec011_var001_Allopathic Diagnosis
HEALTHY SUBJECT,sec011_var001_Allopathic Diagnosis
SUB TALAR OA,sec011_var001_Allopathic Diagnosis
KNEE OA,sec011_var001_Allopathic Diagnosis
PREDIABETIC,sec011_var001_Allopathic Diagnosis
HTN .,sec011_var001_Allopathic Diagnosis
RA(JUVILINE),sec011_var001_Allopathic Diagnosis
C SPONYLITIS,sec011_var001_Allopathic Diagnosis
SPONYLITIS- CERVICAL,sec011_var001_Allopathic Diagnosis
IVDP-LUMBAR-POST DISCECTOMY STATUS,sec011_var001_Allopathic Diagnosis
IVDP L4-L5,sec011_var001_Allopathic Diagnosis
COCCYDYNIA,sec011_var001_Allopathic Diagnosis
COCCYDINIA,sec011_var001_Allopathic Diagnosis
DM-T2,sec011_var001_Allopathic Diagnosis
VAATA,sec011_var001_Allopathic Diagnosis
INJURY TO  RIGHT METATARSOPHALENGEAL JOINT,sec011_var001_Allopathic Diagnosis
IVDP-L45,sec011_var001_Allopathic Diagnosis
OA WITH BURSISTIS . INJURY TO MINISCI OF RIGHT KNEE,sec011_var001_Allopathic Diagnosis
PERONEAL NERVEPALSY-RECOVERY PHASE (POST CHEMO SEQUEL),sec011_var001_Allopathic Diagnosis
EXTERNAL HORDIOLUM .,sec011_var001_Allopathic Diagnosis
FATIGIUE FOR EVALUATION,sec011_var001_Allopathic Diagnosis
OVARIAN CYST,sec011_var001_Allopathic Diagnosis
LEFT OVARIAN CYST,sec011_var001_Allopathic Diagnosis
LEFT OVARIAN SIMPLE CYST,sec011_var001_Allopathic Diagnosis
CHRONIC PID,sec011_var001_Allopathic Diagnosis
PAIN IN THE HEEL- CALCANIAL SPUR,sec011_var001_Allopathic Diagnosis
HIP JOINT PAIN FOR EVALUATION (AVN,sec011_var001_Allopathic Diagnosis
LBA.BPH-POST SURGERY,sec011_var001_Allopathic Diagnosis
NON SPECIFIC FEET PAIN,sec011_var001_Allopathic Diagnosis
CVS,sec011_var001_Allopathic Diagnosis
DISTENTION OF ABD FOR EVALUATION,sec011_var001_Allopathic Diagnosis
INJURY TO MEDIAL COLLATERAL LIGAMENT,sec011_var001_Allopathic Diagnosis
WEAKNESS OF BOTH LOWER LIMBS,sec011_var001_Allopathic Diagnosis
LEFT UPPER LIMB FOR EVALUATION,sec011_var001_Allopathic Diagnosis
PARAPARESIS SECONDARY TO SPINAL LESION OR HIP JOINT LESION.,sec011_var001_Allopathic Diagnosis
PARAPARESIS SECONDARY TO SPINAL LESIONS OR HIP JOINT LESIONS,sec011_var001_Allopathic Diagnosis
LBA- LUMBAR SPONDYLITI-IVDP,sec011_var001_Allopathic Diagnosis
LBA RESOLVED,sec011_var001_Allopathic Diagnosis
UVITIS,sec011_var001_Allopathic Diagnosis
RIGHT SIDED SCOLIOSIS,sec011_var001_Allopathic Diagnosis
INFECTIVE ARTHRITIS (TUBERCULOID HIPJOINT -LT),sec011_var001_Allopathic Diagnosis
IVDP-L3-4-5-S1,sec011_var001_Allopathic Diagnosis
C.SPONDYLOSIS,sec011_var001_Allopathic Diagnosis
STEROID ABUSE- 2 YRS,sec011_var001_Allopathic Diagnosis
CHRONIC INFRACT LEFT CEREBELLAR HEMISPHERE.,sec011_var001_Allopathic Diagnosis
AREA OF ISCHEMIC GLIOSIS,sec011_var001_Allopathic Diagnosis
IVDP L4-L5-S1,sec011_var001_Allopathic Diagnosis
LEFT POSTERIOR PARIETAL DURAL BASED MASS - MENINGIOMA WITH SIGNIFICANT EDEMA AROUND THE MASS.,sec011_var001_Allopathic Diagnosis
CH.PYELITIS,sec011_var001_Allopathic Diagnosis
SPONDYLOSIS -CERVICAL,sec011_var001_Allopathic Diagnosis
RIGHT LOWER LIMB OEDEMA- FPR EVALUATION,sec011_var001_Allopathic Diagnosis
STROKE,sec011_var001_Allopathic Diagnosis
OA (B/L) RIGHT>LEFT,sec011_var001_Allopathic Diagnosis
HYPER EXTENSION DEFORMITY OF LEFT KNEE,sec011_var001_Allopathic Diagnosis
ACHILIS TENDINITIS LEFT,sec011_var001_Allopathic Diagnosis
IVDP L3-L4-L5-S1,sec011_var001_Allopathic Diagnosis
CONSTIATION,sec011_var001_Allopathic Diagnosis
PAIN IN THE FOOT FOR EVALUATION,sec011_var001_Allopathic Diagnosis
LUMBAGO-SCIATICA,sec011_var001_Allopathic Diagnosis
DISC BULGE C5-C6,sec011_var001_Allopathic Diagnosis
COCCYDENIA,sec011_var001_Allopathic Diagnosis
LUMBOSACRAL STRAIN.,sec011_var001_Allopathic Diagnosis
ROTATED TENDONITIS,sec011_var001_Allopathic Diagnosis
SPASM - TRAUMA,sec011_var001_Allopathic Diagnosis
LUMBAR SPONDYLOSIS WITH SCAROILITIS,sec011_var001_Allopathic Diagnosis
LUMBAR SPONDYLOSIS WITH SACROILITIS,sec011_var001_Allopathic Diagnosis
HAEMORRHOIDS,sec011_var001_Allopathic Diagnosis
CALCIFIED MENINGIOMA - CERBELLO-PONTINE ON CONSERVATIVE TREATMENT IN COLUMBIA ASIA,sec011_var001_Allopathic Diagnosis
LEFT PLEURAL EFFUSION,sec011_var001_Allopathic Diagnosis
VARICOSE VEINS - BILATERAL,sec011_var001_Allopathic Diagnosis
SARCODISIS,sec011_var001_Allopathic Diagnosis
AXONAL NEUROPATHY -DM,sec011_var001_Allopathic Diagnosis
OA- OSTEOPOROSIS,sec011_var001_Allopathic Diagnosis
PERIPHERAL NEUROPATHY -AXONOMOTORO NEUROPATHY  DUE TO DM,sec011_var001_Allopathic Diagnosis
PERIPHERAL AXONAL NEUROPATHY,sec011_var001_Allopathic Diagnosis
CCF,sec011_var001_Allopathic Diagnosis
PULMONARY EDEMA,sec011_var001_Allopathic Diagnosis
OSTEO ARTHRITIS WITH MYALGIA,sec011_var001_Allopathic Diagnosis
DEMYLINATION,sec011_var001_Allopathic Diagnosis
SPASTIC PARA PARESIS,sec011_var001_Allopathic Diagnosis
LIVER CIRRHOSIS WITH PORTAL HYPERTENSION,sec011_var001_Allopathic Diagnosis
OLD STROKE,sec011_var001_Allopathic Diagnosis
PARKINSONS,sec011_var001_Allopathic Diagnosis
PARKINSONS DM T2,sec011_var001_Allopathic Diagnosis
DMT 2,sec011_var001_Allopathic Diagnosis
TRAPEZIUS SPASM -RESOLVED,sec011_var001_Allopathic Diagnosis
OA WITH LEFT BAKERS CYST,sec011_var001_Allopathic Diagnosis
OA WITH LEFT BAKER'S CYST,sec011_var001_Allopathic Diagnosis
NON SPECIFIC MYALGIA ( SECODARY TO DM),sec011_var001_Allopathic Diagnosis
NON SPECIFIC MYALGIA SECONDARY TO DM,sec011_var001_Allopathic Diagnosis
EXOSTOSIS,sec011_var001_Allopathic Diagnosis
IVDP- L3-L4-L5-S1,sec011_var001_Allopathic Diagnosis
CVD,sec011_var001_Allopathic Diagnosis
KERATOSIS.,sec011_var001_Allopathic Diagnosis
VESTIBULAR NUERONITIS,sec011_var001_Allopathic Diagnosis
LOW BACK PAIN - LUMBOSACRAL STRAIN,sec011_var001_Allopathic Diagnosis
LBA- LUMBO SACRAL STRAIN,sec011_var001_Allopathic Diagnosis
MYALGIA- POST VIRAL,sec011_var001_Allopathic Diagnosis
OBESITY WITH PREMATURE EJACULATION,sec011_var001_Allopathic Diagnosis
AMNESIA - SENILE,sec011_var001_Allopathic Diagnosis
FEET PAIN FOR EVALUATION (PLANTAR FASCITIS ),sec011_var001_Allopathic Diagnosis
DEQUIRVAIN SYNDROME,sec011_var001_Allopathic Diagnosis
NUEROPATHY- DM,sec011_var001_Allopathic Diagnosis
NEUROPATHY - DM,sec011_var001_Allopathic Diagnosis
OA WITH STRAIN ON LAT COL LIG,sec011_var001_Allopathic Diagnosis
IVDP- CERVICAL,sec011_var001_Allopathic Diagnosis
SWELLING R LEG FOR EVALUATION.,sec011_var001_Allopathic Diagnosis
VASCULOPATHY.,sec011_var001_Allopathic Diagnosis
SWELLING R LEG FOR EVALUATION. DAIBETIC NEUROPATHY,sec011_var001_Allopathic Diagnosis
OA WITH STRAIN ON LATERAL COLLATERAL LIGAMENT,sec011_var001_Allopathic Diagnosis
PAIN IN THE RIGHT KNEE (HAIR LINE FRACTURE TIBIA ),sec011_var001_Allopathic Diagnosis
OMENTOCOELE,sec011_var001_Allopathic Diagnosis
ONYKIA,sec011_var001_Allopathic Diagnosis
POST VIRAL ARTHRTIS,sec011_var001_Allopathic Diagnosis
DJD (LUMBAR,sec011_var001_Allopathic Diagnosis
KNEE),sec011_var001_Allopathic Diagnosis
CRYPTOGENIC LIVER CIRRHOSIS,sec011_var001_Allopathic Diagnosis
CHONDROMALACIA PATELLE,sec011_var001_Allopathic Diagnosis
IRREGULAR MENSTRUATION,sec011_var001_Allopathic Diagnosis
LBA- RESOLVED,sec011_var001_Allopathic Diagnosis
PAIN IN BOTH SHOULDERS FOR EVALUATION,sec011_var001_Allopathic Diagnosis
IMPINGED BAKER'S CYST,sec011_var001_Allopathic Diagnosis
BURSITIS - OLECRANON,sec011_var001_Allopathic Diagnosis
ILIOLUMBAR SYNDROME,sec011_var001_Allopathic Diagnosis
ILIOLUMBAR STRAIN,sec011_var001_Allopathic Diagnosis
VERRUCCA VULGARIS,sec011_var001_Allopathic Diagnosis
CERVICAL SPONDYLITIS WITH SINUSITIS,sec011_var001_Allopathic Diagnosis
ACHILLIES TENDONITIS,sec011_var001_Allopathic Diagnosis
HYPEREMESIS,sec011_var001_Allopathic Diagnosis
IUG 6WEEKS 1 DAY,sec011_var001_Allopathic Diagnosis
VITILIGO,sec011_var001_Allopathic Diagnosis
OA-BURSITIS,sec011_var001_Allopathic Diagnosis
DM -NEUROPATHY,sec011_var001_Allopathic Diagnosis
COMPRESSION FRACTURE L 2 VERTEBRA,sec011_var001_Allopathic Diagnosis
AXONAL NEUROPATHY,sec011_var001_Allopathic Diagnosis
LVF WITH PACEMAKER,sec011_var001_Allopathic Diagnosis
RESPIRATORY FAILURE,sec011_var001_Allopathic Diagnosis
RENAL FAILURE,sec011_var001_Allopathic Diagnosis
NUMBNESS FOR EVALUATION,sec011_var001_Allopathic Diagnosis
AXONOPATHY.-LEFT CPN,sec011_var001_Allopathic Diagnosis
AXONOPATHY - LEFT CPN,sec011_var001_Allopathic Diagnosis
SACROILITIS - RT SIDE,sec011_var001_Allopathic Diagnosis
LUMBOSCARAL STARIN,sec011_var001_Allopathic Diagnosis
OA(B/L) WITH BAKER'S CYST,sec011_var001_Allopathic Diagnosis
OA (B/L) WITH BAKERS CYST,sec011_var001_Allopathic Diagnosis
OA-,sec011_var001_Allopathic Diagnosis
CEREBELLAR ATROPHY WITH ATAXIA,sec011_var001_Allopathic Diagnosis
LBA-DISC BULGE,sec011_var001_Allopathic Diagnosis
QUADRIPARASIS  FOR EVALUATION,sec011_var001_Allopathic Diagnosis
MED. COL LIG STRAIN,sec011_var001_Allopathic Diagnosis
OA-R,sec011_var001_Allopathic Diagnosis
DE QUERVAIN'S DISEASE,sec011_var001_Allopathic Diagnosis
THYROID,sec011_var001_Allopathic Diagnosis
POST MENAPAUSAL SYNDROME,sec011_var001_Allopathic Diagnosis
HYPERCHOLESTEMIA,sec011_var001_Allopathic Diagnosis
HYPER CHOLESTREMIA,sec011_var001_Allopathic Diagnosis
PRE-CONCEPTIONAL CARE,sec011_var001_Allopathic Diagnosis
HALLUCINATION,sec011_var001_Allopathic Diagnosis
BEHAVIOURAL DISORDER,sec011_var001_Allopathic Diagnosis
ANKYLOSING  SPONDYLOSIS,sec011_var001_Allopathic Diagnosis
LBA-FOR EVALUATION,sec011_var001_Allopathic Diagnosis
RIGHT SHOULDER PAIN,sec011_var001_Allopathic Diagnosis
RIGHT SHOULDER JOINT PAIN,sec011_var001_Allopathic Diagnosis
OA WITH LOOSE BODIES IN RIGHT KNEE JOINT,sec011_var001_Allopathic Diagnosis
DISC BULGE IN  C2-C3,sec011_var001_Allopathic Diagnosis
C3/C4,sec011_var001_Allopathic Diagnosis
C5,sec011_var001_Allopathic Diagnosis
C6,sec011_var001_Allopathic Diagnosis
C6/C7.,sec011_var001_Allopathic Diagnosis
PAIN IN THE HEEL -CALCANEAL SPUR,sec011_var001_Allopathic Diagnosis
PAIN IN THE HEEL - CALCANEAL SPUR,sec011_var001_Allopathic Diagnosis
APHTHOUS ULCERS- STRESS INDUCED.,sec011_var001_Allopathic Diagnosis
OA-ADVANCED,sec011_var001_Allopathic Diagnosis
C MEYLOPATHY/C CANAL STENOSIS,sec011_var001_Allopathic Diagnosis
LACK OF ENERGY,sec011_var001_Allopathic Diagnosis
MIGRINE-RESOLVED,sec011_var001_Allopathic Diagnosis
SHIRA SHOOLA/ MIGRAINE - RESOLVED,sec011_var001_Allopathic Diagnosis
MIGRAINE - RESOLVED,sec011_var001_Allopathic Diagnosis
PAIN IN INGUAINAL REGION FOR EVALUATION,sec011_var001_Allopathic Diagnosis
VIRAL ARTHRITIS (POST COMPLICATION),sec011_var001_Allopathic Diagnosis
NON SPECIFIC MIALGIA,sec011_var001_Allopathic Diagnosis
POTTS SPINE -KOCH'S D11-D12,sec011_var001_Allopathic Diagnosis
LUMBAGO SCIATICA,sec011_var001_Allopathic Diagnosis
PAIN IN THE LEFT  HEEL -PLANTAR FACITIS,sec011_var001_Allopathic Diagnosis
IHD-POST ANGIOPLASTY,sec011_var001_Allopathic Diagnosis
POST HERPETIC NURALGIA,sec011_var001_Allopathic Diagnosis
POST HERPATIC NEURALGIA,sec011_var001_Allopathic Diagnosis
BURSITIS LEFT KNEE,sec011_var001_Allopathic Diagnosis
LUMBAR STENOSIS,sec011_var001_Allopathic Diagnosis
PARKISON'S DISEASE,sec011_var001_Allopathic Diagnosis
OA  WITH UTI,sec011_var001_Allopathic Diagnosis
COLLEY'S FRACTURE,sec011_var001_Allopathic Diagnosis
DYSPAREUNIA,sec011_var001_Allopathic Diagnosis
OA- EARLY - WITH STRAIN ON MENSCI,sec011_var001_Allopathic Diagnosis
LUMBAR SPONDYLOSIS WITH TENDER VERTIBRAE(OSTEOPOROSIS),sec011_var001_Allopathic Diagnosis
FROZEN SHOULDERS,sec011_var001_Allopathic Diagnosis
MUSCLE STRAIN/,sec011_var001_Allopathic Diagnosis
TEAR,sec011_var001_Allopathic Diagnosis
NUEROPATHY- -DAIBETIC,sec011_var001_Allopathic Diagnosis
BODY PAIN FOR EVALUATION,sec011_var001_Allopathic Diagnosis
L SPODYLOSIS,sec011_var001_Allopathic Diagnosis
PAIN IN RT  HIP REGION FOR EVALUATION,sec011_var001_Allopathic Diagnosis
OA . FLAT FOOT,sec011_var001_Allopathic Diagnosis
1.CERVICAL SPONDYLOSIS,sec011_var001_Allopathic Diagnosis
2.,sec011_var001_Allopathic Diagnosis
LVDP/L.SPONDYLOSIS,sec011_var001_Allopathic Diagnosis
BODY ACHE FOR EVALUATION,sec011_var001_Allopathic Diagnosis
CELLULITIS WITH VEINOUS STASIS ECZEMA,sec011_var001_Allopathic Diagnosis
CELLULITIS WITH VENOUS STASIS ECZEMA,sec011_var001_Allopathic Diagnosis
CRF WITH CELLULITIS OF THE RIGHT LEG,sec011_var001_Allopathic Diagnosis
STARIN TO DELTOID MUSCLE,sec011_var001_Allopathic Diagnosis
PHARYNGITIS- PAPULAR,sec011_var001_Allopathic Diagnosis
DEPRESSION,sec011_var001_Allopathic Diagnosis
FOLLICULAR TONSILLITIS,sec011_var001_Allopathic Diagnosis
FOLLICULAR TONSILLITIS-RESOLVING,sec011_var001_Allopathic Diagnosis
LUCODERMA,sec011_var001_Allopathic Diagnosis
AMLAPITA,sec011_var001_Allopathic Diagnosis
LBA- COCCYDYNIA,sec011_var001_Allopathic Diagnosis
GASTROPATHY,sec011_var001_Allopathic Diagnosis
CERVICAL SPONDYLOSISI,sec011_var001_Allopathic Diagnosis
C  RADICULOPATHY.,sec011_var001_Allopathic Diagnosis
1.CEREBRAL PALSY,sec011_var001_Allopathic Diagnosis
2.ASTIGMATISM,sec011_var001_Allopathic Diagnosis
LUMBAR PLEXOPATHY,sec011_var001_Allopathic Diagnosis
STRAIN ON RT BRACHIRADIALIS,sec011_var001_Allopathic Diagnosis
RIGHT BASAL GANGLIA HEMORRHAGE WITH INTRAVENTRICULAR EXTENSION.,sec011_var001_Allopathic Diagnosis
OBESITY WITH DMT2,sec011_var001_Allopathic Diagnosis
DM T2 WITH GRADE - 2 OBESITY,sec011_var001_Allopathic Diagnosis
OBESITY GRADE 2,sec011_var001_Allopathic Diagnosis
OA WITH ACID REFLUX,sec011_var001_Allopathic Diagnosis
POLY ARTHRALGIA WITH OSTEOPENIA,sec011_var001_Allopathic Diagnosis
TRAUMATIC ARTHRITIS,sec011_var001_Allopathic Diagnosis
KNEE JOINTS OSTEOARTHRITIS WITH BURSITIS,sec011_var001_Allopathic Diagnosis
FROZEN SHOULDER- LEFT SHOULDER,sec011_var001_Allopathic Diagnosis
FROZEN SHOULDER - LEFT SHOULDER,sec011_var001_Allopathic Diagnosis
VASOMOTOR SYMPTOMS DUE TO COMBINES EFFECT OF MILD VASCULAR INSUFFICIENCY,sec011_var001_Allopathic Diagnosis
NARROWING OF CANAL AT L3,sec011_var001_Allopathic Diagnosis
L4,sec011_var001_Allopathic Diagnosis
L5,sec011_var001_Allopathic Diagnosis
NARROWING OF CANAL,sec011_var001_Allopathic Diagnosis
AT L3,sec011_var001_Allopathic Diagnosis
DEMYELINATION DISEASE,sec011_var001_Allopathic Diagnosis
DEMYLINATION DISEASE,sec011_var001_Allopathic Diagnosis
DEMYLINATING DISEASE,sec011_var001_Allopathic Diagnosis
EPS- DEMEYLINATION DISESES.,sec011_var001_Allopathic Diagnosis
VARICOSE VEINS (CAUSE NEEDS TO BE EVALUATED),sec011_var001_Allopathic Diagnosis
IBS/ULCERRATIVE COLITIS /CROHNS DISEASE,sec011_var001_Allopathic Diagnosis
TYPE 2 DIABETES MELLITUS.,sec011_var001_Allopathic Diagnosis
TUBERCULOSIS,sec011_var001_Allopathic Diagnosis
INFLAMMATORY ARTHRITIS,sec011_var001_Allopathic Diagnosis
PERIARTHRITIS,sec011_var001_Allopathic Diagnosis
OA KNEE JOINTS,sec011_var001_Allopathic Diagnosis
OA- KNEES WITH GENU VULGUS,sec011_var001_Allopathic Diagnosis
OA- KNEE WITH GENU VULGUS,sec011_var001_Allopathic Diagnosis
LUMBAR SPONDULOSIS,sec011_var001_Allopathic Diagnosis
CERVICAL SPONDYLOSIS LUMBAR SPONDYLOSIS,sec011_var001_Allopathic Diagnosis
ANKYLOSIS SPONDYLOSIS,sec011_var001_Allopathic Diagnosis
SPONDYLOSISTHESIS,sec011_var001_Allopathic Diagnosis
INJURY TO DELTOID,sec011_var001_Allopathic Diagnosis
ACROMION (RT HAND),sec011_var001_Allopathic Diagnosis
PROLAPSED PILE MASS,sec011_var001_Allopathic Diagnosis
PAIN IN RT LEG FOR EVALUATION,sec011_var001_Allopathic Diagnosis
OBESITY - SECONDARY(POST MENOPAUSAL STAGE),sec011_var001_Allopathic Diagnosis
C SPONDYLITIS.,sec011_var001_Allopathic Diagnosis
CHEST PAIN FOR EVALUATION,sec011_var001_Allopathic Diagnosis
HYPOTHYROIDISM TENIA,sec011_var001_Allopathic Diagnosis
OA- PAIN IN KNEE JOINTS POST KNEE REPLACEMENT SURGERY,sec011_var001_Allopathic Diagnosis
1212,sec011_var001_Allopathic Diagnosis
LEFT SHOULDER JOINT,sec011_var001_Allopathic Diagnosis
HERPIS -T 7 DERMATOME.,sec011_var001_Allopathic Diagnosis
R CALCULI.,sec011_var001_Allopathic Diagnosis
VENOUS INSUFFICIENCY,sec011_var001_Allopathic Diagnosis
PERIPHERAL NEUROPATHY DM VENOUS INSUFFICIENCY,sec011_var001_Allopathic Diagnosis
PRE DIABETIC,sec011_var001_Allopathic Diagnosis
PROSTATOMEGALY - GRADE -3,sec011_var001_Allopathic Diagnosis
POST SURGICAL STATE FOR TUBERCULAR OSTEOMYLITIS D6-D9,sec011_var001_Allopathic Diagnosis
SPINAL CORD INJURY,sec011_var001_Allopathic Diagnosis
OSTEOARTHRITIS LEFT KNEE,sec011_var001_Allopathic Diagnosis
OA-ADVANCED - RT KNEE,sec011_var001_Allopathic Diagnosis
PAIN IN RIGHT FOOT,sec011_var001_Allopathic Diagnosis
COSTOCHONDRITIS,sec011_var001_Allopathic Diagnosis
BURN,sec011_var001_Allopathic Diagnosis
BURNS,sec011_var001_Allopathic Diagnosis
ALLERGIC SKIN CONDITION,sec011_var001_Allopathic Diagnosis
DMT@,sec011_var001_Allopathic Diagnosis
L.SPONDYLITIS,sec011_var001_Allopathic Diagnosis
WEAKNESS IN LOWER LIMBS - FOR EVALUATION,sec011_var001_Allopathic Diagnosis
PEDAL EDEMA FOR EVALUATION,sec011_var001_Allopathic Diagnosis
RENAL CALCULUS,sec011_var001_Allopathic Diagnosis
LBA - IVDP,sec011_var001_Allopathic Diagnosis
PAIN IN CALF AREA FOR EVALUATION,sec011_var001_Allopathic Diagnosis
TKR- WITH IN INFLAMMATORY KNEE,sec011_var001_Allopathic Diagnosis
TKR - INFLAMMATORY KNEE,sec011_var001_Allopathic Diagnosis
TKR- INFLAMMATORY KNEE,sec011_var001_Allopathic Diagnosis
TKR,sec011_var001_Allopathic Diagnosis
TKR WITH INFLAMMATORY KNEE,sec011_var001_Allopathic Diagnosis
PERIPHERAL NEUROPATHY (POST TRAUMATIC),sec011_var001_Allopathic Diagnosis
HYPOCHONDRIOSUS,sec011_var001_Allopathic Diagnosis
HYPOCHONDRIASIS,sec011_var001_Allopathic Diagnosis
OA HYPOCHONDRIASIS,sec011_var001_Allopathic Diagnosis
NON SPECIFIC LOIN PAIN FOR EVALUATION(L SPONDYLOSIS/ISCHEMIC PERIPHERAL ARTERIALM DISEASE.,sec011_var001_Allopathic Diagnosis
NON SPECIFIC LOIN PAIN - FOR EVALUATION,sec011_var001_Allopathic Diagnosis
L SPONDYLOSIS/ISCHEMIC PERIPHERAL ARTERIAL DISEASE,sec011_var001_Allopathic Diagnosis
STRAIN TO RT KNEE JOINTS,sec011_var001_Allopathic Diagnosis
LOWER BACK PAIN FOR EVALUATION,sec011_var001_Allopathic Diagnosis
BLEBS FOR EVALUATION,sec011_var001_Allopathic Diagnosis
WITH LBA,sec011_var001_Allopathic Diagnosis
